Year,Country / territory of asylum/residence,Origin,Population type,Value
2013,Togo,Mali,Asylum-seekers,105
2013,Togo,Mali,Refugees (incl. refugee-like situations),37
2013,Togo,Nigeria,Asylum-seekers,8
2013,Togo,Nigeria,Refugees (incl. refugee-like situations),8
2013,Togo,Pakistan,Asylum-seekers,0
2013,Togo,Rwanda,Asylum-seekers,2
2013,Togo,Rwanda,Refugees (incl. refugee-like situations),224
2013,Togo,Sudan,Refugees (incl. refugee-like situations),1
2013,Togo,Sierra Leone,Asylum-seekers,1
2013,Togo,Syrian Arab Rep.,Asylum-seekers,1
2013,Togo,Chad,Asylum-seekers,3
2013,Togo,Chad,Refugees (incl. refugee-like situations),16
2013,Thailand,Afghanistan,Asylum-seekers,10
2013,Thailand,Afghanistan,Refugees (incl. refugee-like situations),8
2013,Thailand,Angola,Asylum-seekers,2
2013,Thailand,United Arab Emirates,Asylum-seekers,1
2013,Thailand,Bangladesh,Asylum-seekers,2
2013,Thailand,China,Asylum-seekers,91
2013,Thailand,China,Refugees (incl. refugee-like situations),79
2013,Thailand,Côte d'Ivoire,Asylum-seekers,3
2013,Thailand,Côte d'Ivoire,Refugees (incl. refugee-like situations),18
2013,Thailand,Cameroon,Asylum-seekers,9
2013,Thailand,Dem. Rep. of the Congo,Asylum-seekers,13
2013,Thailand,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),26
2013,Thailand,Egypt,Asylum-seekers,14
2013,Thailand,Egypt,Refugees (incl. refugee-like situations),6
2013,Thailand,Eritrea,Asylum-seekers,0
2013,Thailand,Ethiopia,Asylum-seekers,3
2013,Thailand,Ethiopia,Refugees (incl. refugee-like situations),1
2013,Thailand,Guinea,Asylum-seekers,1
2013,Thailand,Guinea,Refugees (incl. refugee-like situations),2
2013,Thailand,"China, Hong Kong SAR",Asylum-seekers,0
2013,Thailand,Indonesia,Asylum-seekers,1
2013,Thailand,India,Asylum-seekers,2
2013,Thailand,Iran (Islamic Rep. of),Asylum-seekers,104
2013,Thailand,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),29
2013,Thailand,Iraq,Asylum-seekers,45
2013,Thailand,Iraq,Refugees (incl. refugee-like situations),63
2013,Thailand,Jordan,Asylum-seekers,8
2013,Thailand,Jordan,Refugees (incl. refugee-like situations),2
2013,Thailand,Cambodia,Asylum-seekers,60
2013,Thailand,Cambodia,Refugees (incl. refugee-like situations),59
2013,Thailand,Lao People's Dem. Rep.,Asylum-seekers,1
2013,Thailand,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),1
2013,Thailand,Liberia,Asylum-seekers,2
2013,Thailand,Liberia,Refugees (incl. refugee-like situations),1
2013,Thailand,Sri Lanka,Asylum-seekers,81
2013,Thailand,Sri Lanka,Refugees (incl. refugee-like situations),147
2013,Thailand,Latvia,Asylum-seekers,0
2013,Thailand,Morocco,Asylum-seekers,1
2013,Thailand,Mali,Asylum-seekers,1
2013,Thailand,Myanmar,Asylum-seekers,1662
2013,Thailand,Myanmar,Refugees (incl. refugee-like situations),135476
2013,Thailand,Malaysia,Asylum-seekers,2
2013,Thailand,Nigeria,Asylum-seekers,3
2013,Thailand,Nepal,Asylum-seekers,8
2013,Thailand,Nepal,Refugees (incl. refugee-like situations),13
2013,Thailand,Pakistan,Asylum-seekers,1500
2013,Thailand,Pakistan,Refugees (incl. refugee-like situations),190
2013,Thailand,Palestinian,Asylum-seekers,513
2013,Thailand,Palestinian,Refugees (incl. refugee-like situations),120
2013,Thailand,Russian Federation,Asylum-seekers,0
2013,Thailand,Rwanda,Asylum-seekers,1
2013,Thailand,Rwanda,Refugees (incl. refugee-like situations),4
2013,Thailand,Saudi Arabia,Refugees (incl. refugee-like situations),2
2013,Thailand,Sudan,Asylum-seekers,21
2013,Thailand,Sudan,Refugees (incl. refugee-like situations),1
2013,Thailand,Senegal,Asylum-seekers,1
2013,Thailand,Somalia,Asylum-seekers,83
2013,Thailand,Somalia,Refugees (incl. refugee-like situations),72
2013,Thailand,Syrian Arab Rep.,Asylum-seekers,144
2013,Thailand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),44
2013,Thailand,Togo,Refugees (incl. refugee-like situations),4
2013,Thailand,Uganda,Asylum-seekers,1
2013,Thailand,Uzbekistan,Asylum-seekers,0
2013,Thailand,Uzbekistan,Refugees (incl. refugee-like situations),2
2013,Thailand,Viet Nam,Asylum-seekers,317
2013,Thailand,Viet Nam,Refugees (incl. refugee-like situations),119
2013,Thailand,Stateless,Asylum-seekers,0
2013,Thailand,Stateless,Refugees (incl. refugee-like situations),5
2013,Thailand,Yemen,Asylum-seekers,1
2013,Thailand,Yemen,Refugees (incl. refugee-like situations),4
2013,Thailand,Zimbabwe,Refugees (incl. refugee-like situations),1
2013,Tajikistan,Afghanistan,Asylum-seekers,2253
2013,Tajikistan,Afghanistan,Refugees (incl. refugee-like situations),2004
2013,Tajikistan,Iran (Islamic Rep. of),Asylum-seekers,6
2013,Tajikistan,Iraq,Refugees (incl. refugee-like situations),3
2013,Tajikistan,Kyrgyzstan,Refugees (incl. refugee-like situations),36
2013,Tajikistan,Pakistan,Asylum-seekers,11
2013,Tajikistan,Pakistan,Refugees (incl. refugee-like situations),4
2013,Tajikistan,Uzbekistan,Asylum-seekers,1
2013,Tajikistan,Uzbekistan,Refugees (incl. refugee-like situations),1
2013,Turkmenistan,Afghanistan,Refugees (incl. refugee-like situations),19
2013,Turkmenistan,Armenia,Refugees (incl. refugee-like situations),4
2013,Turkmenistan,Azerbaijan,Refugees (incl. refugee-like situations),21
2013,Turkmenistan,Russian Federation,Refugees (incl. refugee-like situations),1
2013,Timor-Leste,Ethiopia,Asylum-seekers,1
2013,Timor-Leste,Indonesia,Asylum-seekers,1
2013,Tonga,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),1
2013,Tonga,Stateless,Refugees (incl. refugee-like situations),2
2013,Trinidad and Tobago,Bangladesh,Asylum-seekers,6
2013,Trinidad and Tobago,Bangladesh,Refugees (incl. refugee-like situations),3
2013,Trinidad and Tobago,Côte d'Ivoire,Refugees (incl. refugee-like situations),1
2013,Trinidad and Tobago,Cameroon,Refugees (incl. refugee-like situations),1
2013,Trinidad and Tobago,Dem. Rep. of the Congo,Asylum-seekers,0
2013,Trinidad and Tobago,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),1
2013,Trinidad and Tobago,Colombia,Refugees (incl. refugee-like situations),4
2013,Trinidad and Tobago,Cuba,Asylum-seekers,26
2013,Trinidad and Tobago,Egypt,Asylum-seekers,0
2013,Trinidad and Tobago,Egypt,Refugees (incl. refugee-like situations),1
2013,Trinidad and Tobago,Gambia,Asylum-seekers,0
2013,Trinidad and Tobago,Gambia,Refugees (incl. refugee-like situations),2
2013,Trinidad and Tobago,Haiti,Refugees (incl. refugee-like situations),2
2013,Trinidad and Tobago,Jamaica,Asylum-seekers,0
2013,Trinidad and Tobago,Jamaica,Refugees (incl. refugee-like situations),1
2013,Trinidad and Tobago,Kenya,Refugees (incl. refugee-like situations),1
2013,Trinidad and Tobago,Liberia,Refugees (incl. refugee-like situations),1
2013,Trinidad and Tobago,Sri Lanka,Asylum-seekers,1
2013,Trinidad and Tobago,Sri Lanka,Refugees (incl. refugee-like situations),1
2013,Trinidad and Tobago,Mexico,Asylum-seekers,6
2013,Trinidad and Tobago,Mali,Asylum-seekers,1
2013,Trinidad and Tobago,Nigeria,Asylum-seekers,0
2013,Trinidad and Tobago,Sierra Leone,Asylum-seekers,2
2013,Trinidad and Tobago,Syrian Arab Rep.,Asylum-seekers,0
2013,Trinidad and Tobago,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2013,Tunisia,Burundi,Refugees (incl. refugee-like situations),3
2013,Tunisia,Bangladesh,Asylum-seekers,1
2013,Tunisia,Bulgaria,Refugees (incl. refugee-like situations),1
2013,Tunisia,Central African Rep.,Asylum-seekers,2
2013,Tunisia,Central African Rep.,Refugees (incl. refugee-like situations),4
2013,Tunisia,Côte d'Ivoire,Asylum-seekers,179
2013,Tunisia,Côte d'Ivoire,Refugees (incl. refugee-like situations),15
2013,Tunisia,Cameroon,Asylum-seekers,3
2013,Tunisia,Cameroon,Refugees (incl. refugee-like situations),1
2013,Tunisia,Dem. Rep. of the Congo,Asylum-seekers,1
2013,Tunisia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),8
2013,Tunisia,Congo,Asylum-seekers,2
2013,Tunisia,Algeria,Refugees (incl. refugee-like situations),20
2013,Tunisia,Egypt,Asylum-seekers,0
2013,Tunisia,Egypt,Refugees (incl. refugee-like situations),1
2013,Tunisia,Eritrea,Asylum-seekers,72
2013,Tunisia,Eritrea,Refugees (incl. refugee-like situations),71
2013,Tunisia,Ethiopia,Asylum-seekers,28
2013,Tunisia,Ethiopia,Refugees (incl. refugee-like situations),23
2013,Tunisia,Guinea,Asylum-seekers,2
2013,Tunisia,Guinea,Refugees (incl. refugee-like situations),1
2013,Tunisia,Gambia,Asylum-seekers,0
2013,Tunisia,Gambia,Refugees (incl. refugee-like situations),1
2013,Tunisia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),6
2013,Tunisia,Iraq,Asylum-seekers,9
2013,Tunisia,Iraq,Refugees (incl. refugee-like situations),64
2013,Tunisia,Libya,Asylum-seekers,2
2013,Tunisia,Libya,Refugees (incl. refugee-like situations),1
2013,Tunisia,Sri Lanka,Asylum-seekers,1
2013,Tunisia,Mali,Asylum-seekers,5
2013,Tunisia,Mali,Refugees (incl. refugee-like situations),3
2013,Tunisia,Mauritania,Asylum-seekers,2
2013,Tunisia,Nepal,Asylum-seekers,1
2013,Tunisia,Oman,Refugees (incl. refugee-like situations),1
2013,Tunisia,Poland,Refugees (incl. refugee-like situations),1
2013,Tunisia,Palestinian,Asylum-seekers,1
2013,Tunisia,Palestinian,Refugees (incl. refugee-like situations),38
2013,Tunisia,Rwanda,Refugees (incl. refugee-like situations),8
2013,Tunisia,Sudan,Asylum-seekers,40
2013,Tunisia,Sudan,Refugees (incl. refugee-like situations),142
2013,Tunisia,Senegal,Asylum-seekers,1
2013,Tunisia,Somalia,Asylum-seekers,11
2013,Tunisia,Somalia,Refugees (incl. refugee-like situations),139
2013,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),164
2013,Tunisia,Chad,Asylum-seekers,0
2013,Tunisia,Chad,Refugees (incl. refugee-like situations),14
2013,Tunisia,Tibetan,Asylum-seekers,1
2013,Tunisia,Yemen,Asylum-seekers,0
2013,Turkey,Afghanistan,Asylum-seekers,22330
2013,Turkey,Afghanistan,Refugees (incl. refugee-like situations),3926
2013,Turkey,Angola,Asylum-seekers,4
2013,Turkey,United Arab Emirates,Asylum-seekers,3
2013,Turkey,United Arab Emirates,Refugees (incl. refugee-like situations),1
2013,Turkey,Azerbaijan,Refugees (incl. refugee-like situations),2
2013,Turkey,Burundi,Asylum-seekers,3
2013,Turkey,Benin,Asylum-seekers,1
2013,Turkey,Burkina Faso,Asylum-seekers,1
2013,Turkey,Bangladesh,Asylum-seekers,166
2013,Turkey,Bahrain,Asylum-seekers,1
2013,Turkey,Bolivia (Plurinational State of),Asylum-seekers,0
2013,Turkey,Central African Rep.,Asylum-seekers,19
2013,Turkey,Central African Rep.,Refugees (incl. refugee-like situations),1
2013,Turkey,China,Asylum-seekers,29
2013,Turkey,China,Refugees (incl. refugee-like situations),16
2013,Turkey,Côte d'Ivoire,Asylum-seekers,79
2013,Turkey,Côte d'Ivoire,Refugees (incl. refugee-like situations),16
2013,Turkey,Cameroon,Asylum-seekers,156
2013,Turkey,Cameroon,Refugees (incl. refugee-like situations),7
2013,Turkey,Dem. Rep. of the Congo,Asylum-seekers,154
2013,Turkey,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),45
2013,Turkey,Congo,Asylum-seekers,46
2013,Turkey,Congo,Refugees (incl. refugee-like situations),2
2013,Turkey,Cuba,Refugees (incl. refugee-like situations),1
2013,Turkey,Djibouti,Asylum-seekers,2
2013,Turkey,Algeria,Asylum-seekers,16
2013,Turkey,Algeria,Refugees (incl. refugee-like situations),2
2013,Turkey,Egypt,Asylum-seekers,96
2013,Turkey,Egypt,Refugees (incl. refugee-like situations),17
2013,Turkey,Eritrea,Asylum-seekers,94
2013,Turkey,Eritrea,Refugees (incl. refugee-like situations),47
2013,Turkey,Ethiopia,Asylum-seekers,105
2013,Turkey,Ethiopia,Refugees (incl. refugee-like situations),93
2013,Turkey,Gabon,Asylum-seekers,3
2013,Turkey,Ghana,Asylum-seekers,37
2013,Turkey,Guinea,Asylum-seekers,15
2013,Turkey,Guinea,Refugees (incl. refugee-like situations),6
2013,Turkey,Gambia,Asylum-seekers,4
2013,Turkey,Guinea-Bissau,Asylum-seekers,1
2013,Turkey,Guatemala,Asylum-seekers,0
2013,Turkey,India,Asylum-seekers,7
2013,Turkey,Iran (Islamic Rep. of),Asylum-seekers,6249
2013,Turkey,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),3321
2013,Turkey,Iraq,Asylum-seekers,19065
2013,Turkey,Iraq,Refugees (incl. refugee-like situations),13467
2013,Turkey,Israel,Asylum-seekers,1
2013,Turkey,Jordan,Asylum-seekers,23
2013,Turkey,Jordan,Refugees (incl. refugee-like situations),18
2013,Turkey,Kazakhstan,Asylum-seekers,20
2013,Turkey,Kenya,Asylum-seekers,6
2013,Turkey,Kyrgyzstan,Asylum-seekers,49
2013,Turkey,Kyrgyzstan,Refugees (incl. refugee-like situations),211
2013,Turkey,Cambodia,Asylum-seekers,1
2013,Turkey,Kuwait,Asylum-seekers,1
2013,Turkey,Lebanon,Asylum-seekers,24
2013,Turkey,Lebanon,Refugees (incl. refugee-like situations),4
2013,Turkey,Liberia,Asylum-seekers,2
2013,Turkey,Liberia,Refugees (incl. refugee-like situations),5
2013,Turkey,Libya,Asylum-seekers,31
2013,Turkey,Sri Lanka,Asylum-seekers,12
2013,Turkey,Sri Lanka,Refugees (incl. refugee-like situations),15
2013,Turkey,Morocco,Asylum-seekers,60
2013,Turkey,Morocco,Refugees (incl. refugee-like situations),11
2013,Turkey,Mali,Asylum-seekers,82
2013,Turkey,Myanmar,Asylum-seekers,16
2013,Turkey,Mongolia,Asylum-seekers,36
2013,Turkey,Mauritania,Asylum-seekers,4
2013,Turkey,Mauritania,Refugees (incl. refugee-like situations),5
2013,Turkey,Niger,Asylum-seekers,9
2013,Turkey,Nigeria,Asylum-seekers,104
2013,Turkey,Nigeria,Refugees (incl. refugee-like situations),3
2013,Turkey,Nepal,Asylum-seekers,11
2013,Turkey,Oman,Asylum-seekers,0
2013,Turkey,Pakistan,Asylum-seekers,539
2013,Turkey,Pakistan,Refugees (incl. refugee-like situations),26
2013,Turkey,Philippines,Asylum-seekers,7
2013,Turkey,Philippines,Refugees (incl. refugee-like situations),1
2013,Turkey,Dem. People's Rep. of Korea,Asylum-seekers,1
2013,Turkey,Palestinian,Asylum-seekers,465
2013,Turkey,Palestinian,Refugees (incl. refugee-like situations),588
2013,Turkey,Russian Federation,Asylum-seekers,0
2013,Turkey,Russian Federation,Refugees (incl. refugee-like situations),5
2013,Turkey,Rwanda,Asylum-seekers,3
2013,Turkey,Rwanda,Refugees (incl. refugee-like situations),1
2013,Turkey,Saudi Arabia,Asylum-seekers,3
2013,Turkey,Saudi Arabia,Refugees (incl. refugee-like situations),5
2013,Turkey,Sudan,Asylum-seekers,203
2013,Turkey,Sudan,Refugees (incl. refugee-like situations),174
2013,Turkey,Senegal,Asylum-seekers,34
2013,Turkey,Senegal,Refugees (incl. refugee-like situations),1
2013,Turkey,Solomon Islands,Asylum-seekers,1
2013,Turkey,Sierra Leone,Asylum-seekers,13
2013,Turkey,Sierra Leone,Refugees (incl. refugee-like situations),3
2013,Turkey,Somalia,Asylum-seekers,879
2013,Turkey,Somalia,Refugees (incl. refugee-like situations),2153
2013,Turkey,Syrian Arab Rep.,Asylum-seekers,110
2013,Turkey,Syrian Arab Rep.,Refugees (incl. refugee-like situations),585601
2013,Turkey,Chad,Asylum-seekers,2
2013,Turkey,Chad,Refugees (incl. refugee-like situations),1
2013,Turkey,Togo,Asylum-seekers,8
2013,Turkey,Togo,Refugees (incl. refugee-like situations),3
2013,Turkey,Tibetan,Asylum-seekers,0
2013,Turkey,Tajikistan,Asylum-seekers,57
2013,Turkey,Tajikistan,Refugees (incl. refugee-like situations),12
2013,Turkey,Turkmenistan,Asylum-seekers,101
2013,Turkey,Turkmenistan,Refugees (incl. refugee-like situations),1
2013,Turkey,Tunisia,Asylum-seekers,10
2013,Turkey,Tunisia,Refugees (incl. refugee-like situations),8
2013,Turkey,United Rep. of Tanzania,Asylum-seekers,3
2013,Turkey,Uganda,Asylum-seekers,222
2013,Turkey,Uganda,Refugees (incl. refugee-like situations),7
2013,Turkey,Uzbekistan,Asylum-seekers,338
2013,Turkey,Uzbekistan,Refugees (incl. refugee-like situations),57
2013,Turkey,Stateless,Asylum-seekers,22
2013,Turkey,Stateless,Refugees (incl. refugee-like situations),15
2013,Turkey,Yemen,Asylum-seekers,265
2013,Turkey,Yemen,Refugees (incl. refugee-like situations),34
2013,Turkey,South Africa,Asylum-seekers,1
2013,Turkey,Zimbabwe,Asylum-seekers,2
2013,United Rep. of Tanzania,Angola,Asylum-seekers,0
2013,United Rep. of Tanzania,Burundi,Asylum-seekers,21
2013,United Rep. of Tanzania,Burundi,Refugees (incl. refugee-like situations),35183
2013,United Rep. of Tanzania,Bangladesh,Asylum-seekers,0
2013,United Rep. of Tanzania,Côte d'Ivoire,Asylum-seekers,0
2013,United Rep. of Tanzania,Dem. Rep. of the Congo,Asylum-seekers,353
2013,United Rep. of Tanzania,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),64569
2013,United Rep. of Tanzania,Ethiopia,Asylum-seekers,2
2013,United Rep. of Tanzania,Guinea,Asylum-seekers,0
2013,United Rep. of Tanzania,Kenya,Asylum-seekers,0
2013,United Rep. of Tanzania,Lebanon,Asylum-seekers,4
2013,United Rep. of Tanzania,Pakistan,Asylum-seekers,1
2013,United Rep. of Tanzania,Palestinian,Asylum-seekers,6
2013,United Rep. of Tanzania,Rwanda,Asylum-seekers,4
2013,United Rep. of Tanzania,Sudan,Asylum-seekers,6
2013,United Rep. of Tanzania,Somalia,Asylum-seekers,0
2013,United Rep. of Tanzania,Somalia,Refugees (incl. refugee-like situations),2136
2013,United Rep. of Tanzania,Syrian Arab Rep.,Asylum-seekers,6
2013,United Rep. of Tanzania,Uganda,Asylum-seekers,4
2013,United Rep. of Tanzania,Various/Unknown,Refugees (incl. refugee-like situations),211
2013,United Rep. of Tanzania,Zambia,Asylum-seekers,0
2013,Uganda,Angola,Asylum-seekers,2
2013,Uganda,Burundi,Asylum-seekers,777
2013,Uganda,Burundi,Refugees (incl. refugee-like situations),10587
2013,Uganda,Bangladesh,Asylum-seekers,5
2013,Uganda,Central African Rep.,Asylum-seekers,6
2013,Uganda,Central African Rep.,Refugees (incl. refugee-like situations),8
2013,Uganda,Canada,Asylum-seekers,1
2013,Uganda,Côte d'Ivoire,Asylum-seekers,0
2013,Uganda,Dem. Rep. of the Congo,Asylum-seekers,8174
2013,Uganda,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),155742
2013,Uganda,Congo,Asylum-seekers,0
2013,Uganda,Comoros,Refugees (incl. refugee-like situations),1
2013,Uganda,Egypt,Asylum-seekers,3
2013,Uganda,Egypt,Refugees (incl. refugee-like situations),4
2013,Uganda,Eritrea,Asylum-seekers,4283
2013,Uganda,Eritrea,Refugees (incl. refugee-like situations),1992
2013,Uganda,Ethiopia,Asylum-seekers,570
2013,Uganda,Ethiopia,Refugees (incl. refugee-like situations),880
2013,Uganda,France,Asylum-seekers,0
2013,Uganda,Guinea,Asylum-seekers,1
2013,Uganda,Gambia,Asylum-seekers,1
2013,Uganda,Croatia,Asylum-seekers,0
2013,Uganda,Iran (Islamic Rep. of),Asylum-seekers,0
2013,Uganda,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),2
2013,Uganda,Iraq,Asylum-seekers,0
2013,Uganda,Iraq,Refugees (incl. refugee-like situations),1
2013,Uganda,Kenya,Asylum-seekers,337
2013,Uganda,Kenya,Refugees (incl. refugee-like situations),1197
2013,Uganda,Kuwait,Asylum-seekers,0
2013,Uganda,Liberia,Asylum-seekers,0
2013,Uganda,Liberia,Refugees (incl. refugee-like situations),1
2013,Uganda,Libya,Asylum-seekers,2
2013,Uganda,Malawi,Refugees (incl. refugee-like situations),1
2013,Uganda,Pakistan,Asylum-seekers,103
2013,Uganda,Pakistan,Refugees (incl. refugee-like situations),34
2013,Uganda,Palestinian,Refugees (incl. refugee-like situations),1
2013,Uganda,Rwanda,Asylum-seekers,1237
2013,Uganda,Rwanda,Refugees (incl. refugee-like situations),13376
2013,Uganda,Sudan,Asylum-seekers,561
2013,Uganda,Sudan,Refugees (incl. refugee-like situations),1068
2013,Uganda,Senegal,Asylum-seekers,1
2013,Uganda,Sierra Leone,Asylum-seekers,0
2013,Uganda,Somalia,Asylum-seekers,5390
2013,Uganda,Somalia,Refugees (incl. refugee-like situations),13144
2013,Uganda,South Sudan,Asylum-seekers,2755
2013,Uganda,South Sudan,Refugees (incl. refugee-like situations),22510
2013,Uganda,Syrian Arab Rep.,Asylum-seekers,8
2013,Uganda,Chad,Asylum-seekers,3
2013,Uganda,Chad,Refugees (incl. refugee-like situations),2
2013,Uganda,Tunisia,Asylum-seekers,0
2013,Uganda,United Rep. of Tanzania,Asylum-seekers,0
2013,Uganda,United Rep. of Tanzania,Refugees (incl. refugee-like situations),3
2013,Uganda,Yemen,Asylum-seekers,0
2013,Uganda,Yemen,Refugees (incl. refugee-like situations),1
2013,Uganda,Zambia,Asylum-seekers,1
2013,Ukraine,Afghanistan,Asylum-seekers,2260
2013,Ukraine,Afghanistan,Refugees (incl. refugee-like situations),1494
2013,Ukraine,Angola,Asylum-seekers,11
2013,Ukraine,Angola,Refugees (incl. refugee-like situations),30
2013,Ukraine,Armenia,Asylum-seekers,26
2013,Ukraine,Armenia,Refugees (incl. refugee-like situations),200
2013,Ukraine,Azerbaijan,Asylum-seekers,45
2013,Ukraine,Azerbaijan,Refugees (incl. refugee-like situations),184
2013,Ukraine,Burundi,Asylum-seekers,7
2013,Ukraine,Burundi,Refugees (incl. refugee-like situations),7
2013,Ukraine,Burkina Faso,Asylum-seekers,1
2013,Ukraine,Burkina Faso,Refugees (incl. refugee-like situations),1
2013,Ukraine,Bangladesh,Asylum-seekers,114
2013,Ukraine,Bangladesh,Refugees (incl. refugee-like situations),6
2013,Ukraine,Bulgaria,Asylum-seekers,5
2013,Ukraine,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),1
2013,Ukraine,Belarus,Asylum-seekers,17
2013,Ukraine,Belarus,Refugees (incl. refugee-like situations),21
2013,Ukraine,China,Asylum-seekers,4
2013,Ukraine,China,Refugees (incl. refugee-like situations),3
2013,Ukraine,Côte d'Ivoire,Asylum-seekers,33
2013,Ukraine,Côte d'Ivoire,Refugees (incl. refugee-like situations),3
2013,Ukraine,Cameroon,Asylum-seekers,110
2013,Ukraine,Cameroon,Refugees (incl. refugee-like situations),1
2013,Ukraine,Dem. Rep. of the Congo,Asylum-seekers,155
2013,Ukraine,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),65
2013,Ukraine,Congo,Asylum-seekers,28
2013,Ukraine,Congo,Refugees (incl. refugee-like situations),21
2013,Ukraine,Cuba,Asylum-seekers,9
2013,Ukraine,Algeria,Asylum-seekers,7
2013,Ukraine,Algeria,Refugees (incl. refugee-like situations),1
2013,Ukraine,Egypt,Asylum-seekers,17
2013,Ukraine,Egypt,Refugees (incl. refugee-like situations),3
2013,Ukraine,Eritrea,Asylum-seekers,28
2013,Ukraine,Eritrea,Refugees (incl. refugee-like situations),14
2013,Ukraine,Western Sahara,Asylum-seekers,3
2013,Ukraine,Ethiopia,Asylum-seekers,10
2013,Ukraine,Ethiopia,Refugees (incl. refugee-like situations),16
2013,Ukraine,Gabon,Asylum-seekers,2
2013,Ukraine,Georgia,Asylum-seekers,114
2013,Ukraine,Georgia,Refugees (incl. refugee-like situations),63
2013,Ukraine,Ghana,Asylum-seekers,3
2013,Ukraine,Guinea,Asylum-seekers,130
2013,Ukraine,Guinea,Refugees (incl. refugee-like situations),4
2013,Ukraine,Gambia,Asylum-seekers,2
2013,Ukraine,Guinea-Bissau,Asylum-seekers,2
2013,Ukraine,Guinea-Bissau,Refugees (incl. refugee-like situations),1
2013,Ukraine,India,Asylum-seekers,39
2013,Ukraine,India,Refugees (incl. refugee-like situations),2
2013,Ukraine,Iran (Islamic Rep. of),Asylum-seekers,83
2013,Ukraine,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),59
2013,Ukraine,Iraq,Asylum-seekers,199
2013,Ukraine,Iraq,Refugees (incl. refugee-like situations),77
2013,Ukraine,Jordan,Asylum-seekers,15
2013,Ukraine,Jordan,Refugees (incl. refugee-like situations),3
2013,Ukraine,Kazakhstan,Asylum-seekers,3
2013,Ukraine,Kazakhstan,Refugees (incl. refugee-like situations),8
2013,Ukraine,Kenya,Asylum-seekers,6
2013,Ukraine,Kyrgyzstan,Asylum-seekers,140
2013,Ukraine,Kyrgyzstan,Refugees (incl. refugee-like situations),8
2013,Ukraine,Cambodia,Asylum-seekers,4
2013,Ukraine,Kuwait,Asylum-seekers,0
2013,Ukraine,Lebanon,Asylum-seekers,24
2013,Ukraine,Lebanon,Refugees (incl. refugee-like situations),6
2013,Ukraine,Liberia,Asylum-seekers,17
2013,Ukraine,Liberia,Refugees (incl. refugee-like situations),3
2013,Ukraine,Libya,Asylum-seekers,7
2013,Ukraine,Libya,Refugees (incl. refugee-like situations),2
2013,Ukraine,Sri Lanka,Asylum-seekers,52
2013,Ukraine,Sri Lanka,Refugees (incl. refugee-like situations),9
2013,Ukraine,Lithuania,Asylum-seekers,3
2013,Ukraine,Rep. of Moldova,Asylum-seekers,2
2013,Ukraine,Madagascar,Refugees (incl. refugee-like situations),2
2013,Ukraine,Mali,Asylum-seekers,6
2013,Ukraine,Mali,Refugees (incl. refugee-like situations),2
2013,Ukraine,Myanmar,Asylum-seekers,6
2013,Ukraine,Mongolia,Asylum-seekers,3
2013,Ukraine,Mozambique,Asylum-seekers,2
2013,Ukraine,Mozambique,Refugees (incl. refugee-like situations),1
2013,Ukraine,Mauritania,Asylum-seekers,1
2013,Ukraine,Nigeria,Asylum-seekers,80
2013,Ukraine,Nigeria,Refugees (incl. refugee-like situations),4
2013,Ukraine,Nepal,Asylum-seekers,15
2013,Ukraine,Nepal,Refugees (incl. refugee-like situations),2
2013,Ukraine,Pakistan,Asylum-seekers,177
2013,Ukraine,Pakistan,Refugees (incl. refugee-like situations),1
2013,Ukraine,Poland,Asylum-seekers,0
2013,Ukraine,Palestinian,Asylum-seekers,140
2013,Ukraine,Palestinian,Refugees (incl. refugee-like situations),36
2013,Ukraine,Russian Federation,Asylum-seekers,115
2013,Ukraine,Russian Federation,Refugees (incl. refugee-like situations),103
2013,Ukraine,Rwanda,Refugees (incl. refugee-like situations),4
2013,Ukraine,Saudi Arabia,Refugees (incl. refugee-like situations),1
2013,Ukraine,Sudan,Asylum-seekers,93
2013,Ukraine,Sudan,Refugees (incl. refugee-like situations),53
2013,Ukraine,Senegal,Asylum-seekers,3
2013,Ukraine,Sierra Leone,Asylum-seekers,9
2013,Ukraine,Sierra Leone,Refugees (incl. refugee-like situations),5
2013,Ukraine,Somalia,Asylum-seekers,259
2013,Ukraine,Somalia,Refugees (incl. refugee-like situations),116
2013,Ukraine,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,1
2013,Ukraine,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),5
